Acceleration,Ballcontrol,Finishing,GKdiving,Aggression,POS
55,67,51,15,58,MID
74,58,24,14,80,MID
47,35,16,70,34,GK
26,19,14,70,16,GK
65,62,42,13,88,MID
73,68,45,12,65,MID
75,63,40,13,87,MID
71,74,61,7,70,MID
54,39,34,16,70,MID
48,30,21,9,67,DEF
73,74,42,11,38,MID
45,17,18,70,19,GK
62,72,39,6,73,MID
66,69,69,8,68,MID
68,73,49,6,69,MID
73,66,60,9,39,MID
48,24,13,72,36,GK
67,73,56,13,74,MID
64,68,50,9,80,MID
23,10,7,73,33,GK
63,55,28,11,71,MID
68,58,46,16,78,MID
51,19,18,79,29,GK
73,64,28,15,68,MID
66,51,38,5,68,MID
68,69,53,12,85,MID
74,68,68,15,75,MID
17,16,12,71,21,GK
63,59,38,12,72,MID
74,66,27,6,78,MID
50,57,20,7,70,MID
57,57,27,8,79,MID
73,69,73,8,70,MID
35,18,15,69,34,GK
65,67,30,15,79,MID
71,76,54,9,64,MID
67,56,44,10,64,MID
69,71,63,6,57,MID
53,55,24,9,70,MID
75,71,35,13,80,MID
62,69,68,7,70,MID
31,18,12,78,22,GK
69,74,47,1,58,MID
62,63,50,15,74,MID
73,65,48,14,66,MID
39,77,48,10,60,MID
70,66,22,7,75,MID
75,67,61,15,76,MID
65,76,61,11,71,MID
66,65,62,8,75,MID
68,72,70,7,55,MID
33,17,8,69,39,GK
60,68,53,12,77,MID
74,71,64,10,53,MID
70,74,66,14,63,MID
63,68,43,9,68,MID
64,67,35,7,74,MID
49,23,14,73,20,GK
65,62,42,13,88,MID
66,56,24,6,61,MID
70,68,40,14,54,MID
73,65,57,8,58,MID
75,66,33,6,62,MID
71,65,50,8,67,MID
64,66,41,15,71,MID
27,20,15,73,20,GK
68,68,52,15,81,MID
50,21,10,67,40,GK
21,16,8,73,18,GK
67,59,29,14,71,MID
58,57,28,5,75,MID
75,62,55,12,55,MID
66,69,64,13,60,MID
68,71,61,9,68,MID
68,72,49,10,61,MID
64,64,47,10,69,MID
51,59,22,10,73,MID
64,73,47,12,61,MID
73,69,59,11,66,MID
75,61,27,16,79,MID
73,71,62,11,71,MID
70,65,57,16,80,MID
44,24,13,70,34,GK
39,26,11,70,25,GK
50,60,30,9,79,MID
49,64,48,9,85,DEF
78,64,48,6,71,DEF
31,23,13,67,12,GK
57,8,7,64,35,GK
72,64,41,15,68,MID
52,59,47,13,69,MID
24,19,12,72,20,GK
51,49,39,11,89,MID
65,54,37,14,79,MID
47,17,15,65,27,GK
64,66,30,8,73,MID
37,21,12,70,17,GK
50,72,59,10,53,MID
73,58,27,9,75,MID
65,65,42,13,80,MID
72,68,43,14,71,MID
18,24,11,73,34,GK
59,68,43,16,70,MID
67,62,36,14,74,MID
77,66,70,15,88,DEF
52,15,10,68,22,GK
69,70,53,10,62,MID
67,72,52,11,75,MID
45,15,13,69,23,GK
67,73,42,14,72,MID
50,67,55,15,65,MID
62,53,16,8,66,MID
51,57,38,11,65,MID
54,65,62,13,69,MID
57,62,39,12,80,MID
55,54,22,9,73,MID
68,71,26,10,78,MID
74,70,43,11,77,MID
56,63,56,13,69,MID
68,63,36,11,68,MID
34,12,14,71,33,GK
68,74,63,16,54,MID
58,67,63,6,52,MID
54,49,19,8,71,MID
47,21,12,71,19,GK
43,70,49,10,71,DEF
55,44,21,14,85,MID
66,66,60,15,69,MID
60,55,35,8,72,MID
75,73,55,10,73,MID
67,72,48,13,70,MID
67,73,38,7,80,MID
31,24,20,72,19,GK
70,70,57,7,68,MID
69,64,40,14,76,MID
25,11,8,73,20,GK
64,72,63,11,74,MID
75,66,54,8,72,MID
68,66,57,11,76,MID
64,68,73,13,88,DEF
67,70,69,7,70,MID
75,68,54,7,75,MID
49,74,41,14,51,DEF
69,70,61,14,71,MID
63,53,37,16,64,MID
41,23,12,73,42,GK
73,58,33,9,77,MID
74,68,46,12,70,MID
62,50,35,5,73,MID
67,61,45,15,66,MID
50,35,30,9,66,MID
56,73,66,16,64,MID
57,73,65,9,49,MID
71,62,51,12,57,MID
72,70,36,8,59,MID
67,67,35,7,55,MID
50,53,60,10,68,MID
58,52,21,13,69,MID
42,13,19,71,32,GK
46,22,12,71,22,GK
74,57,24,14,68,MID
50,55,26,12,70,MID
35,22,17,68,23,GK
74,65,26,8,77,MID
53,18,11,70,41,GK
65,66,36,7,68,MID
53,68,48,6,78,MID
30,22,13,70,26,GK
74,75,51,11,43,MID
56,58,24,7,68,MID
55,68,35,14,70,MID
67,64,42,8,65,MID
66,75,53,13,59,MID
46,18,15,69,33,GK
64,72,57,11,83,MID
67,61,29,8,72,MID
58,70,59,7,55,MID
66,55,24,11,75,MID
47,16,14,70,29,GK
60,65,33,7,73,MID
54,23,12,75,24,GK
56,51,52,9,49,MID
60,58,37,7,66,MID
47,28,5,66,23,GK
69,74,65,15,68,MID
75,71,59,10,68,MID
60,65,35,6,77,MID
66,66,25,8,66,MID
69,72,67,13,64,MID
68,59,14,15,73,MID
53,43,35,9,73,MID
45,23,15,71,26,GK
64,63,33,7,67,MID
56,63,45,11,74,MID
75,70,59,7,78,MID
70,73,61,14,73,MID
72,69,60,6,57,MID
61,67,52,7,67,MID
63,66,70,14,63,MID
49,24,14,73,32,GK
50,63,25,6,73,MID
71,74,66,15,77,MID
50,35,11,66,46,GK
75,67,43,15,61,MID
62,67,58,10,57,MID
70,65,34,9,74,MID
64,56,23,9,73,MID
72,47,13,12,60,MID
51,64,49,8,75,MID
50,55,44,6,78,MID
65,57,35,13,69,MID
59,68,72,8,59,MID
42,14,14,67,45,GK
42,21,13,67,19,GK
86,64,74,7,77,ST
70,66,50,14,76,MID
64,61,40,11,70,MID
60,69,54,11,61,MID
67,58,17,6,71,MID
54,21,11,72,31,GK
19,23,10,68,25,GK
67,56,32,11,82,MID
70,65,49,10,79,MID
64,64,58,12,75,MID
69,68,51,9,76,MID
40,15,11,75,37,GK
64,69,44,9,68,MID
66,58,20,8,78,MID
64,73,65,13,52,MID
30,24,11,68,34,GK
70,51,28,10,41,MID
62,67,37,14,69,MID
83,52,45,14,60,DEF
70,66,25,15,77,MID
65,60,56,13,62,MID
68,70,49,8,62,MID
68,55,37,7,67,MID
68,70,47,14,72,MID
66,58,42,13,68,MID
67,69,28,6,70,MID
55,59,30,6,64,MID
29,14,9,76,33,GK
68,49,20,11,71,MID
49,21,10,68,21,GK
51,45,20,9,68,MID
39,23,11,67,38,GK
66,62,27,10,82,MID
63,72,30,10,70,MID
58,50,26,14,77,MID
73,72,59,10,59,MID
73,68,52,11,70,MID
55,53,22,10,78,MID
58,22,20,78,31,GK
67,50,28,7,70,MID
67,65,50,15,80,MID
65,73,41,7,59,MID
34,20,14,65,16,GK
68,55,46,11,74,MID
73,73,57,9,52,MID
50,68,56,11,67,MID
63,66,48,10,74,MID
31,16,14,71,32,GK
64,62,35,16,80,MID
54,65,33,9,71,MID
50,51,36,12,71,MID
52,54,28,6,69,MID
53,29,17,6,71,MID
58,14,12,72,15,GK
72,61,36,10,63,MID
62,64,53,9,83,MID
74,69,65,11,71,MID
20,19,12,68,19,GK
68,74,58,16,56,MID
29,29,8,70,42,GK
60,69,23,10,74,MID
64,51,20,11,75,MID
50,14,13,76,15,GK
61,70,69,10,75,MID
49,22,16,72,28,GK
72,65,37,9,70,MID
64,50,23,9,76,MID
66,71,59,8,53,MID
69,73,57,7,54,MID
75,54,40,10,61,MID
68,70,30,11,65,MID
70,67,43,9,76,MID
71,70,56,14,68,MID
61,67,60,14,75,MID
65,70,50,11,69,MID
52,64,57,10,77,MID
64,64,43,16,83,MID
63,50,52,15,68,MID
57,16,10,70,45,GK
67,64,22,11,73,MID
74,53,75,12,55,MID
68,68,50,14,71,MID
62,40,20,11,70,MID
73,69,60,12,61,MID
72,53,24,11,71,MID
57,17,11,72,24,GK
69,69,70,8,70,MID
66,66,56,11,68,MID
69,57,21,15,61,MID
66,59,49,9,58,MID
66,69,37,12,70,MID
63,69,67,13,64,MID
45,17,10,66,29,GK
32,21,8,68,22,GK
64,72,67,15,64,MID
63,70,61,13,57,MID
68,53,37,15,65,MID
75,67,48,8,63,MID
40,35,13,70,45,GK
70,70,45,5,60,MID
40,18,20,70,34,GK
69,56,38,9,75,MID
69,70,44,15,74,MID
72,71,47,5,63,MID
69,34,28,10,69,MID
63,67,18,11,71,MID
55,46,36,5,70,MID
55,65,51,16,73,MID
55,14,13,70,26,GK
69,60,25,13,63,MID
48,24,15,75,20,GK
46,24,15,70,24,GK
63,52,23,11,72,MID
64,73,65,13,52,MID
61,49,25,8,72,MID
42,15,14,64,38,GK
60,64,33,15,79,MID
66,66,35,16,77,MID
45,10,15,71,41,GK
62,64,52,16,83,MID
67,71,59,13,70,MID
74,66,40,3,84,MID
68,66,60,9,57,MID
66,65,55,8,74,MID
64,72,46,7,73,MID
58,69,55,10,46,MID
64,63,51,13,87,MID
57,66,35,12,70,MID
71,67,26,8,71,MID
71,73,50,11,58,MID
73,66,31,8,70,MID
49,19,20,67,23,GK
50,21,19,71,37,GK
38,32,10,68,29,GK
23,20,18,67,13,GK
65,51,25,17,77,MID
53,70,45,10,66,MID
51,67,58,12,85,MID
56,60,31,8,64,MID
65,63,50,12,73,MID
75,54,13,6,70,MID
55,56,23,6,62,MID
53,70,62,12,75,MID
69,59,31,6,69,MID
46,16,14,74,32,GK
70,68,62,9,45,MID
68,67,48,14,61,MID
74,71,63,9,57,MID
73,66,43,15,63,MID
74,67,53,10,75,MID
64,67,60,6,68,MID
74,65,43,13,74,MID
69,67,42,16,72,MID
53,65,42,8,68,MID
53,59,29,7,70,MID
65,61,37,7,79,MID
68,65,54,10,59,MID
71,62,43,15,84,MID
42,20,12,69,26,GK
72,70,52,10,71,MID
72,63,40,6,77,MID
70,57,31,9,67,MID
65,65,30,12,68,MID
31,29,11,63,29,GK
65,70,55,15,61,MID
53,75,36,11,62,MID
67,60,45,6,64,MID
71,71,60,13,74,MID
47,19,19,70,19,GK
74,71,59,9,63,MID
55,46,27,12,71,MID
74,67,41,12,68,MID
64,56,31,16,83,MID
67,62,42,9,64,DEF
64,72,35,9,73,MID
73,75,49,14,54,MID
65,68,64,7,58,MID
71,65,42,6,57,MID
73,66,57,13,79,MID
71,70,67,11,59,MID
26,18,9,74,31,GK
70,67,62,8,75,MID
75,67,36,14,68,MID
41,23,5,71,18,GK
73,67,45,12,80,MID
66,73,54,7,71,MID
72,67,62,8,48,MID
75,70,70,12,80,MID
50,25,17,69,31,GK
63,66,49,13,69,MID
57,51,24,6,78,MID
54,72,70,8,65,MID
65,57,34,12,75,MID
54,68,46,15,75,MID
49,18,13,69,41,GK
54,66,60,7,68,MID
55,71,39,15,78,MID
69,32,34,13,76,MID
74,74,52,8,57,MID
67,69,52,10,71,MID
71,62,19,12,64,MID
70,68,67,7,70,MID
72,65,38,7,69,MID
54,67,45,8,76,MID
57,71,61,16,48,MID
64,57,21,15,67,MID
67,66,63,9,54,MID
73,62,15,7,63,MID
51,53,35,7,75,MID
75,63,34,11,74,MID
53,57,33,9,79,MID
56,75,51,13,65,MID
67,71,43,14,63,MID
65,71,65,8,50,MID
46,19,11,65,33,GK
68,62,40,7,74,MID
56,58,55,12,69,MID
65,58,33,12,73,MID
59,66,41,13,86,MID
58,53,28,13,62,MID
70,68,62,9,45,MID
51,63,28,10,69,MID
63,62,43,13,72,MID
42,19,16,69,25,GK
74,75,57,12,69,MID
57,65,47,10,74,MID
54,51,28,10,71,MID
72,74,69,5,60,MID
62,64,32,12,66,MID
74,70,55,16,73,MID
65,56,30,11,79,MID
62,68,65,10,64,MID
37,18,9,74,23,GK
70,68,39,11,81,MID
75,64,49,12,71,MID
67,68,35,15,68,MID
38,16,10,67,27,GK
54,61,25,14,54,MID
56,71,66,7,67,MID
68,73,63,9,36,MID
63,62,46,10,73,MID
56,71,61,5,80,MID
74,62,28,10,72,MID
72,64,40,12,71,MID
63,67,49,13,65,MID
65,60,39,16,77,MID
31,25,13,71,29,GK
52,66,28,9,63,MID
68,75,69,12,62,MID
36,24,15,68,23,GK
86,64,74,7,77,ST
29,14,9,76,33,GK
58,68,72,8,61,MID
43,22,11,75,32,GK
54,74,39,13,58,MID
67,71,60,16,69,MID
66,60,34,15,76,MID
74,71,32,11,80,MID
73,64,40,15,84,MID
62,58,41,11,65,MID
53,72,66,15,70,MID
65,45,22,9,78,MID
72,72,55,14,71,MID
63,46,35,7,67,MID
69,66,49,7,80,MID
68,63,47,11,83,MID
69,68,29,15,66,MID
58,68,68,12,63,MID
68,68,36,6,63,MID
68,60,22,13,75,MID
22,16,17,69,36,GK
75,68,35,10,60,MID
35,20,10,71,36,GK
73,70,54,14,66,MID
58,22,14,72,13,GK
19,23,10,68,25,GK
47,21,12,69,16,GK
53,67,45,10,78,MID
51,50,28,10,69,MID
74,63,29,12,72,MID
41,23,19,78,24,GK
38,52,22,12,77,DEF
33,22,13,76,21,GK
67,53,45,14,63,MID
72,65,35,8,71,MID
43,19,17,71,16,GK
64,64,49,10,71,MID
63,65,19,15,72,MID
68,58,27,10,70,MID
63,50,52,15,68,MID
68,70,53,6,75,MID
59,60,35,8,75,MID
74,53,75,12,55,MID
40,15,11,75,37,GK
68,64,32,8,59,MID
56,60,44,14,75,MID
46,23,10,66,39,GK
75,58,31,6,73,MID
62,58,13,5,69,MID
66,58,42,13,68,MID
67,70,59,12,61,MID
53,72,45,10,68,MID
58,56,23,7,73,MID
65,53,14,11,67,MID
70,68,36,7,68,MID
59,55,23,8,81,MID
75,69,60,7,64,MID
71,75,56,15,58,MID
66,55,31,16,84,MID
60,74,66,12,53,MID
74,70,51,7,72,MID
61,19,13,66,34,GK
43,44,19,67,21,GK
62,69,29,6,72,MID
63,57,50,15,77,MID
54,57,35,8,63,MID
42,22,11,67,29,GK
68,51,32,15,71,MID
64,73,60,10,60,MID
51,51,31,5,74,MID
67,72,55,9,82,MID
72,71,65,8,61,MID
72,70,66,11,65,MID
66,50,35,12,57,MID
30,19,17,71,33,GK
70,63,32,8,59,MID
46,20,18,71,27,GK
65,62,43,11,66,MID
52,60,23,14,59,MID
63,72,57,12,59,MID
53,58,34,12,56,MID
69,71,61,10,86,MID
65,65,61,16,62,MID
65,65,25,8,67,MID
69,71,32,6,78,MID
49,24,13,73,18,GK
71,60,12,9,70,MID
45,21,12,66,41,GK
52,61,22,14,68,MID
65,51,25,17,77,MID
66,63,44,12,67,MID
66,67,52,6,67,MID
62,68,48,8,51,MID
60,24,13,65,36,GK
73,69,57,9,73,MID
51,57,24,1,74,MID
68,69,49,15,55,MID
63,60,29,14,83,MID
61,67,60,15,73,MID
35,22,14,71,19,GK
61,66,35,13,71,MID
43,24,14,67,23,GK
34,14,12,68,35,GK
74,64,63,6,72,MID
67,73,56,13,74,MID
67,76,66,11,40,MID
66,52,36,15,80,MID
60,63,17,13,61,MID
47,21,14,71,26,GK
70,69,56,6,76,MID
69,71,56,12,67,MID
24,19,13,72,31,GK
69,68,46,5,87,MID
52,63,36,6,75,MID
61,66,56,14,50,MID
54,72,44,7,70,MID
58,68,72,8,61,MID
63,48,25,11,75,MID
53,75,36,11,62,MID
55,56,20,8,82,MID
50,15,16,65,25,GK
62,45,26,14,76,MID
47,22,20,72,27,GK
67,57,46,13,58,MID
73,66,47,14,65,MID
66,68,67,8,45,MID
67,62,42,9,64,DEF
63,67,67,7,68,MID
54,70,57,15,71,MID
65,65,39,12,69,MID
66,70,65,12,61,MID
33,29,30,12,87,DEF
60,59,36,13,91,MID
64,63,44,12,80,MID
67,74,56,9,68,MID
42,31,11,68,25,GK
56,65,51,15,74,MID
69,73,48,11,58,MID
50,48,25,13,64,MID
68,71,55,13,78,MID
62,70,46,11,80,MID
69,67,45,16,72,MID
61,51,33,9,65,MID
57,59,36,6,65,MID
75,71,38,11,84,MID
69,71,62,12,49,MID
74,69,54,11,69,MID
64,67,40,13,75,MID
65,51,22,7,66,MID
52,62,48,11,71,MID
68,70,57,15,75,MID
63,59,22,10,62,MID
57,59,25,11,81,MID
59,68,53,16,70,MID
57,57,36,8,70,MID
68,73,68,13,60,MID
53,68,60,6,75,MID
67,64,29,6,77,MID
67,64,22,7,73,MID
66,68,52,6,61,MID
74,64,48,14,76,MID
51,58,43,13,72,MID
51,52,25,9,73,MID
22,16,17,69,36,GK
63,55,28,14,67,MID
66,55,23,7,65,MID
50,56,18,16,73,MID
64,60,37,8,82,MID
36,23,13,70,28,GK
53,47,41,8,76,MID
72,58,29,6,76,MID
31,28,12,65,37,GK
67,67,33,10,37,MID
69,66,37,7,75,MID
28,20,16,68,26,GK
66,64,40,12,71,MID
63,65,39,13,84,MID
64,69,49,13,82,MID
52,68,54,16,74,MID
51,15,16,70,44,GK
57,74,48,13,75,MID
65,68,62,11,61,MID
65,68,55,6,65,MID
75,68,61,10,73,MID
67,66,38,7,66,MID
52,68,56,12,68,MID
48,27,15,67,28,GK
75,69,32,14,69,MID
52,73,55,16,75,MID
71,64,42,7,82,MID
65,68,66,16,57,MID
53,67,22,10,61,MID
72,64,33,7,65,MID
71,68,66,16,47,MID
58,57,35,16,82,MID
42,16,11,67,34,GK
56,59,32,10,70,MID
73,66,62,11,71,MID
27,20,15,64,31,GK
71,46,23,10,60,MID
55,64,29,14,63,MID
74,73,60,15,68,MID
37,20,12,69,44,GK
75,67,62,14,67,MID
54,42,41,16,62,MID
70,68,59,8,78,MID
69,48,28,6,76,MID
68,63,59,7,70,MID
36,20,19,68,25,GK
52,68,32,13,59,MID
56,23,12,70,36,GK
67,59,33,15,59,MID
63,71,55,11,75,MID
37,11,11,68,31,GK
28,21,17,65,35,GK
60,66,51,16,63,MID
55,63,45,14,72,MID
66,61,42,5,73,MID
74,69,45,13,84,MID
68,66,45,13,76,MID
38,20,17,65,22,GK
62,59,51,8,71,MID
45,23,20,71,34,GK
53,58,23,14,65,MID
32,22,11,70,45,GK
28,31,16,70,32,GK
55,21,13,69,31,GK
45,17,12,78,34,GK
72,65,59,9,59,MID
53,69,49,8,66,MID
75,69,40,11,70,MID
73,67,40,12,84,MID
69,70,40,16,71,MID
36,20,14,68,25,GK
66,56,24,12,82,MID
52,19,10,73,43,GK
58,44,13,6,77,MID
64,53,19,12,66,MID
64,30,18,10,74,MID
68,73,58,7,65,MID
43,17,17,71,18,GK
68,60,44,7,87,MID
44,30,12,66,35,GK
54,15,13,68,21,GK
62,55,19,7,66,MID
66,65,65,7,59,MID
72,68,68,13,54,MID
62,52,23,6,64,MID
69,69,31,9,72,MID
62,66,50,11,64,MID
60,57,30,14,68,MID
45,18,13,72,28,GK
51,73,66,10,65,MID
52,56,37,13,70,MID
46,24,15,68,31,GK
53,60,24,8,68,MID
71,63,24,11,60,MID
71,57,38,7,66,MID
66,70,57,8,71,MID
66,68,57,14,54,MID
60,57,40,7,71,MID
64,65,40,6,86,MID
32,13,13,65,22,GK
63,64,49,12,77,MID
54,64,38,10,66,MID
66,45,24,8,69,MID
64,62,48,12,69,MID
60,62,32,16,70,MID
59,60,38,7,80,MID
69,60,39,15,75,MID
74,65,33,7,55,MID
55,43,33,12,70,MID
66,72,38,6,65,MID
65,64,24,8,71,MID
46,20,21,66,28,GK
62,77,47,14,70,MID
65,56,34,6,83,MID
55,60,21,10,81,DEF
64,68,59,8,86,MID
62,72,61,16,69,MID
66,70,60,14,84,MID
72,50,39,13,50,MID
67,62,46,9,64,MID
42,15,11,62,34,GK
62,70,58,15,45,MID
73,64,55,7,70,MID
60,64,60,11,72,MID
54,67,28,15,71,MID
68,63,34,16,69,MID
63,65,57,13,76,MID
45,31,18,69,39,GK
54,23,16,71,37,GK
68,62,38,8,70,MID
55,62,41,13,72,MID
42,20,12,72,30,GK
70,67,52,16,73,MID
67,70,53,8,76,MID
66,63,23,13,72,MID
71,70,29,7,59,MID
64,66,60,8,84,MID
59,73,44,9,69,MID
51,23,19,68,27,GK
51,55,38,6,59,MID
40,20,12,71,22,GK
58,39,25,6,65,MID
43,33,14,68,26,GK
68,48,11,10,69,MID
53,64,68,10,56,MID
58,28,8,68,28,GK
50,24,14,72,36,GK
61,59,40,11,78,MID
44,34,14,68,40,GK
56,66,66,12,69,MID
75,59,18,9,64,MID
63,49,30,6,57,MID
33,20,14,68,20,GK
56,54,30,13,75,MID
75,53,35,7,71,MID
48,22,10,71,23,GK
74,62,30,14,68,MID
69,69,37,6,72,MID
63,71,60,14,53,MID
68,68,38,9,64,MID
28,19,12,67,27,GK
64,66,20,14,52,MID
45,15,20,68,19,GK
58,67,56,14,81,MID
52,63,36,11,65,MID
61,56,17,13,60,MID
71,70,42,10,77,MID
64,68,34,13,68,MID
51,64,26,11,75,MID
71,81,63,7,56,MID
62,70,44,7,70,MID
29,19,8,66,28,GK
58,55,26,6,73,MID
66,65,25,9,71,MID
57,65,63,9,81,MID
51,67,41,16,87,MID
65,51,21,11,65,MID
70,70,47,10,65,MID
64,66,53,14,78,MID
58,55,22,6,64,MID
61,71,51,8,49,MID
67,58,19,14,67,MID
71,54,38,8,79,MID
62,67,64,13,67,MID
69,59,46,12,77,MID
57,66,55,16,74,MID
63,63,35,10,76,MID
71,64,59,16,71,MID
51,42,33,15,62,MID
74,63,26,15,61,MID
52,63,43,14,77,MID
66,60,19,15,72,MID
64,65,50,10,80,MID
70,70,57,11,70,MID
59,49,20,10,61,MID
70,69,62,8,48,MID
74,52,48,9,74,MID
38,17,14,69,21,GK
73,63,35,7,76,MID
72,70,46,11,59,MID
56,61,51,15,76,MID
69,70,64,6,84,MID
61,64,44,9,75,MID
69,47,17,6,68,MID
73,64,55,7,70,MID
72,73,69,13,59,MID
57,67,46,8,74,MID
51,50,35,11,81,MID
54,36,37,14,61,MID
61,71,70,6,73,DEF
50,54,17,10,71,MID
49,25,17,66,24,GK
58,60,51,13,64,MID
67,72,55,9,61,MID
43,19,17,69,39,GK
72,65,34,8,54,MID
72,67,32,9,84,MID
75,70,56,9,87,MID
54,63,36,13,59,MID
53,57,35,10,65,MID
55,49,31,5,71,MID
73,62,34,11,56,MID
68,40,40,16,65,MID
69,62,34,11,62,MID
74,68,66,7,61,MID
66,62,19,11,30,MID
75,62,29,15,59,MID
64,76,56,16,55,MID
63,68,30,5,57,MID
55,33,20,72,32,GK
72,69,41,10,59,MID
51,15,16,71,34,GK
73,60,34,7,69,MID
38,33,14,68,24,GK
67,68,52,6,73,MID
59,72,45,12,45,MID
74,62,42,16,81,MID
51,71,55,10,63,MID
58,60,24,8,72,MID
74,73,55,6,78,MID
66,67,61,8,66,MID
73,71,68,11,52,MID
58,71,36,16,70,MID
75,65,26,7,66,MID
63,75,52,6,70,MID
59,21,17,67,29,GK
46,16,11,70,33,GK
73,64,31,7,70,MID
70,63,46,13,66,MID
69,73,55,7,63,MID
62,69,49,7,73,MID
69,67,56,8,81,MID
74,59,54,15,70,MID
72,64,38,14,70,MID
74,57,40,7,67,MID
64,74,65,12,57,MID
68,64,27,13,74,MID
69,55,36,10,92,MID
69,70,58,12,64,MID
64,64,40,9,70,MID
58,76,65,11,44,MID
74,69,48,10,76,MID
66,70,57,9,59,MID
61,66,57,7,71,MID
72,66,49,9,69,MID
56,48,38,13,75,MID
32,15,9,69,18,GK
67,67,21,9,73,MID
53,50,25,16,70,MID
52,61,22,8,70,MID
75,64,47,15,70,MID
48,12,14,72,24,GK
53,14,12,70,35,GK
61,66,55,6,75,MID
47,18,14,69,43,GK
64,76,50,8,66,MID
59,66,52,14,79,MID
65,59,40,6,66,MID
67,62,40,11,84,MID
62,52,28,13,69,MID
72,57,25,10,69,MID
46,25,19,63,22,GK
22,20,17,71,32,GK
72,68,59,15,74,MID
34,52,21,16,65,DEF
64,60,20,14,63,MID
58,57,25,10,64,MID
67,68,56,8,67,MID
68,44,35,6,68,MID
22,24,12,69,31,GK
61,72,68,13,70,MID
44,23,11,68,32,GK
64,47,31,12,70,MID
51,72,51,7,66,MID
72,63,27,13,73,MID
71,68,53,10,77,MID
41,27,12,73,23,GK
61,56,43,6,69,MID
38,31,13,66,33,GK
75,68,65,13,56,MID
68,71,57,12,52,MID
66,72,63,15,70,MID
46,20,15,76,27,GK
67,67,43,10,77,MID
75,68,37,16,67,MID
66,65,37,9,71,MID
72,67,51,8,73,MID
70,55,44,7,70,MID
62,72,47,9,67,MID
23,11,5,71,22,GK
75,65,32,13,68,MID
69,57,14,15,63,MID
42,18,21,67,18,GK
51,63,30,8,66,MID
66,71,43,23,73,MID
74,66,38,9,65,MID
71,69,52,15,64,MID
65,66,52,14,56,MID
72,68,42,15,66,MID
63,46,19,11,67,MID
59,70,51,12,57,MID
47,23,12,73,25,GK
62,64,56,14,46,MID
58,61,54,10,70,MID
34,23,10,62,23,GK
75,62,51,15,84,MID
68,65,53,9,75,MID
29,20,9,71,30,GK
58,71,61,16,40,MID
71,69,70,8,58,MID
66,66,54,12,72,MID
46,21,19,68,27,GK
52,58,46,14,60,MID
43,18,12,68,20,GK
51,32,13,72,16,GK
57,71,61,11,64,MID
31,16,12,70,32,GK
74,71,48,11,82,MID
65,66,41,14,69,MID
63,61,38,9,49,MID
67,70,59,9,55,MID
64,68,44,10,70,MID
74,69,43,8,55,MID
69,73,60,12,59,MID
51,23,14,70,20,GK
68,60,44,7,87,MID
69,66,45,16,68,MID
54,67,55,10,70,MID
75,64,27,12,71,MID
37,17,16,68,35,GK
70,62,64,13,70,MID
61,66,68,11,68,MID
52,56,26,11,78,MID
69,36,24,15,55,MID
68,66,39,13,74,MID
69,71,57,14,50,MID
15,14,8,68,22,GK
65,68,37,6,75,MID
67,50,30,12,72,MID
71,77,67,7,43,MID
30,18,12,64,22,GK
66,50,22,5,56,MID
63,72,40,15,78,MID
65,67,58,12,75,MID
71,70,52,6,67,MID
54,22,12,68,40,GK
66,65,31,15,60,MID
63,49,44,8,63,MID
68,67,47,11,70,MID
53,64,59,9,62,MID
52,60,17,12,58,MID
37,20,12,69,44,GK
72,50,39,13,50,MID
70,61,36,7,62,MID
69,72,57,9,75,MID
54,48,25,14,78,MID
45,22,18,70,27,GK
57,60,36,5,72,MID
57,57,27,11,73,MID
75,66,28,6,64,MID
70,62,12,15,68,MID
31,23,15,69,23,GK
65,56,39,12,71,MID
69,70,51,11,71,MID
50,53,34,11,84,MID
71,71,52,8,57,MID
59,73,44,9,69,MID
62,68,62,13,71,MID
74,68,43,7,71,MID
58,75,58,10,60,MID
65,66,51,16,65,MID
66,62,44,16,65,MID
75,64,25,7,71,MID
62,59,51,8,71,MID
73,66,37,12,65,MID
67,68,54,16,67,MID
66,56,24,12,66,MID
62,70,61,8,59,MID
65,65,54,7,67,MID
54,68,46,9,70,MID
69,53,21,11,64,MID
70,71,57,7,66,MID
65,52,23,8,65,MID
66,70,36,8,70,MID
53,54,34,6,67,MID
73,67,45,10,66,MID
66,60,33,12,60,MID
58,64,46,12,73,MID
67,67,55,14,56,MID
52,25,9,71,19,GK
60,57,40,7,71,MID
66,47,42,6,72,MID
63,69,64,8,63,MID
64,67,48,15,82,MID
55,48,36,15,62,MID
68,74,49,12,68,MID
63,73,43,8,73,MID
70,64,66,14,65,MID
67,61,49,7,55,MID
49,13,16,69,24,GK
62,63,29,7,77,MID
43,20,11,63,21,GK
74,67,48,6,63,MID
68,66,45,15,63,MID
63,65,40,12,79,MID
60,15,17,69,20,GK
42,23,15,68,44,GK
55,23,12,70,44,GK
54,64,34,9,65,MID
64,63,50,12,70,MID
60,63,45,9,65,MID
65,58,35,14,77,MID
62,41,28,10,68,MID
39,16,18,69,38,GK
46,24,17,69,30,GK
73,56,35,12,77,MID
55,51,15,15,69,MID
54,71,55,8,63,MID
31,20,10,69,31,GK
51,42,33,15,62,MID
59,24,19,72,32,GK
73,69,48,11,53,MID
71,68,36,6,79,MID
64,73,58,13,58,MID
51,53,21,13,80,MID
64,65,31,8,70,MID
